gvkey,conm,cluster,cluster_name,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,roa_trend
326765,SIEMENS HEALTHINEE,0,Lower-Mid,6.099229182499186,10.670915984394746,12.560926530429729,42.94146581406788,9.52466127084917,1.247991013566059,0.7393263366119017,2.5306335512940272,-0.6954263309959277
327148,SPRINGER NATURE AG,0,Lower-Mid,7.504732212448502,3.772021869995029,21.89377943803801,87.13659249634563,28.16306642845542,1.040883573346351,1.034517037609764,2.975976141823604,0.44512465330980117
328745,KNORR-BREMSE AKTIE,0,Lower-Mid,8.414811732889536,14.614121510673234,10.117558779389697,50.96298149074537,10.18009004502251,1.6347721098702084,0.7257799671592775,3.1573070607553366,-1.5942353292564566
329260,ENCAVIS AG,0,Lower-Mid,1.853972286238764,-22.59697008846485,17.708688328253867,88.8340911967751,-2.062053923525568,0.581898867320949,2.0679870493401347,5.120624878473378,0.07629032489807078
332311,TRATON SE,0,Lower-Mid,6.895815216562161,15.719251037111784,9.521201525077412,29.191329808522735,1.2154277168074483,0.9803955288048152,0.8975782038345106,3.674571140262361,0.4101316067420672
333885,TEAMVIEWER SE,0,Lower-Mid,19.280864696391152,122.48693834900732,30.73640720738969,94.83707712883998,36.63523089800454,0.2451355405745738,3.275543613474648,10.651749017266258,1.8197907598372827
340115,HENSOLDT AG,0,Lower-Mid,3.918228279386713,12.385321100917432,8.214285714285714,27.767857142857142,5.0,1.2782793414763676,1.5229357798165135,5.385321100917431,0.5474023516947876
340153,SIEMENS ENERGY AG,0,Lower-Mid,-0.1690450917954161,13.046831955922864,-0.2495285071811983,17.037574350790656,3.989554620629624,0.8986585402288548,0.3622038567493112,5.60595041322314,-0.7482810710884005
346413,AUTO1 GROUP SE,1,Mid,1.9040184524518369,3.4091780542524983,0.6704495647339384,11.55507468138499,-3.756510575484888,2.6234055504204523,1.509932694268815,3.603486844788905,2.552316322036775
347562,SYNLAB AG,0,Lower-Mid,3.0564201141431777,3.942662743687184,5.408735626600707,76.63256504436347,8.98976647744371,1.1556630782906423,0.5999364210702623,1.9925098209791663,0.8135569851044365
350278,VITESCO TECHNOLOGIES GROUP,0,Lower-Mid,4.2911210454827176,-3.3809139690667416,3.5242386171641464,20.393796300307592,1.3992981848113328,1.2135632037661428,0.2358222565145722,2.65952372601971,0.908511592624763
351590,DAIMLER TRUCK HOLDING AG,0,Lower-Mid,6.159449725133372,13.060121594235532,8.412079072433752,28.35216450616713,0.2551916711356029,1.6292420455026904,0.8274262553478946,3.326007655933348,0.4486547136606303
354519,DR ING  H C F PORSCHE AG,0,Lower-Mid,10.6712500233527,15.588248057978562,14.250430357009206,33.60277424344485,10.425866327370706,1.414487903506937,0.3107234301089268,2.322918022826889,0.46101423942296776
355804,IONOS GROUP SE,0,Lower-Mid,19.58729266372432,106.96651031421796,20.632813796825104,55.78744101298403,19.863539150458788,0.748764273337184,6.751305038583749,10.36204418217582,1.0697218581778403
358679,SCHOTT PHARMA AG & CO KGAA,4,Upper-Mid,13.093188579938971,18.937735796540007,19.73051674292204,40.49646271880103,8.384887121496284,1.351614310645724,0.1023195674121907,1.8247191949453827,-0.591496557288598
360887,DOUGLAS AG,0,Lower-Mid,8.620266440541807,11.014948859166012,8.67894855088744,45.09773084700068,11.959110312289372,0.8741224375175511,2.764358772619984,5.876344086021505,2.64162657546941
